name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Osun, Ekiti, Nigeria",2022-01-26,96.0,67.0,79.4,94.0,67.0,78.0,38.5,23.7,0.0,0,0.0,,0,0,18.3,8.5,46.2,1009.8,3.8,14.5,274.4,23.6,9,10.0,2022-01-26T06:59:31,2022-01-26T18:44:55,0.8,Clear,Clear conditions throughout the day.,clear-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-01-27,94.2,62.1,77.9,90.3,62.1,76.5,48.6,41.7,0.0,0,0.0,,0,0,13.0,5.6,136.0,1010.5,6.3,15.0,272.2,23.5,9,10.0,2022-01-27T06:59:34,2022-01-27T18:45:17,0.83,Clear,Clear conditions throughout the day.,clear-day,remote
"Osun, Ekiti, Nigeria",2022-01-28,93.5,65.7,78.8,89.6,65.7,77.4,42.0,28.7,0.0,0,0.0,,0,0,19.7,7.8,56.6,1011.0,41.2,14.5,276.0,23.8,9,10.0,2022-01-28T06:59:36,2022-01-28T18:45:38,0.87,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-01-29,93.6,68.1,79.6,89.5,68.1,78.1,38.6,23.8,0.0,0,0.0,,0,0,22.1,8.5,39.1,1011.6,60.0,15.0,278.0,23.9,9,10.0,2022-01-29T06:59:38,2022-01-29T18:45:59,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2022-01-30,92.0,65.2,77.6,87.9,65.2,76.2,36.3,23.6,0.0,0,0.0,,0,0,19.7,8.1,31.9,1012.0,57.0,15.0,280.7,24.2,10,10.0,2022-01-30T06:59:38,2022-01-30T18:46:19,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2022-01-31,93.8,64.3,78.5,89.5,64.3,76.9,33.7,20.4,0.0,0,0.0,,0,0,18.8,8.7,37.8,1010.8,18.0,15.0,281.9,24.1,10,10.0,2022-01-31T06:59:37,2022-01-31T18:46:38,0.97,Clear,Clear conditions throughout the day.,clear-day,remote
"Osun, Ekiti, Nigeria",2022-02-01,94.0,65.2,78.3,89.6,65.2,76.8,36.2,22.7,0.0,0,0.0,,0,0,18.1,8.1,35.6,1010.8,22.1,15.0,281.2,24.1,10,10.0,2022-02-01T06:59:35,2022-02-01T18:46:56,0.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2022-02-02,94.0,65.4,78.7,89.5,65.4,77.1,36.5,24.0,0.0,0,0.0,,0,0,16.1,11.4,9.6,1011.1,16.4,14.0,279.2,24.0,10,10.0,2022-02-02T06:59:33,2022-02-02T18:47:14,0.04,Clear,Clear conditions throughout the day.,clear-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-02-03,93.1,63.2,77.6,89.1,63.2,76.2,46.2,39.2,0.0,0,0.0,,0,0,10.7,6.3,40.8,1012.2,16.9,15.0,276.6,23.8,9,10.0,2022-02-03T06:59:29,2022-02-03T18:47:31,0.07,Clear,Clear conditions throughout the day.,clear-day,remote
"Osun, Ekiti, Nigeria",2022-02-04,93.6,67.7,79.6,92.0,67.7,78.7,55.0,49.2,0.0,0,0.0,,0,0,14.5,7.8,46.8,1012.3,7.7,14.5,269.0,23.3,9,10.0,2022-02-04T06:59:24,2022-02-04T18:47:48,0.1,Clear,Clear conditions throughout the day.,clear-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-02-05,92.9,66.5,79.9,90.5,66.5,78.6,44.0,30.1,0.0,0,0.0,,0,0,17.7,8.1,44.0,1011.6,9.3,14.0,277.4,23.9,9,10.0,2022-02-05T06:59:19,2022-02-05T18:48:04,0.14,Clear,Clear conditions throughout the day.,clear-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-02-06,94.6,65.0,79.9,90.8,65.0,78.5,43.2,29.2,0.0,0,0.0,,0,0,16.8,8.1,57.1,1010.9,4.0,14.5,281.7,24.2,10,10.0,2022-02-06T06:59:12,2022-02-06T18:48:19,0.17,Clear,Clear conditions throughout the day.,clear-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-02-07,95.4,66.8,80.5,91.5,66.8,78.9,44.6,31.2,0.0,0,0.0,,0,0,15.2,6.9,43.6,1010.5,27.6,15.0,282.7,24.2,10,10.0,2022-02-07T06:59:05,2022-02-07T18:48:33,0.2,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2022-02-08,96.7,68.1,81.2,93.5,68.1,79.9,51.6,40.4,0.0,0,0.0,,0,0,12.1,5.6,165.4,1010.2,3.9,14.4,279.6,24.2,10,10.0,2022-02-08T06:58:57,2022-02-08T18:48:47,0.25,Clear,Clear conditions throughout the day.,clear-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-02-09,98.3,70.2,81.8,94.9,70.2,80.7,59.9,57.2,0.0,0,0.0,,0,0,14.8,6.7,215.2,1010.3,22.2,15.0,272.4,23.4,10,10.0,2022-02-09T06:58:47,2022-02-09T18:49:00,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2022-02-10,98.7,70.2,82.8,95.6,70.2,81.6,59.2,55.2,0.0,0,0.0,,0,0,15.7,7.8,50.3,1009.5,50.0,15.0,274.9,23.7,10,10.0,2022-02-10T06:58:37,2022-02-10T18:49:13,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2022-02-11,98.5,66.5,81.7,94.2,66.5,79.9,47.8,37.5,0.0,0,0.0,,0,0,17.0,7.2,65.7,1008.5,17.3,15.0,284.4,24.4,10,10.0,2022-02-11T06:58:26,2022-02-11T18:49:25,0.33,Clear,Clear conditions throughout the day.,clear-day,remote
"Osun, Ekiti, Nigeria",2022-02-12,95.6,67.6,80.9,94.2,67.6,80.4,61.0,58.0,0.0,0,0.0,,0,0,15.7,6.9,181.3,1009.5,64.8,14.0,274.2,23.6,10,10.0,2022-02-12T06:58:14,2022-02-12T18:49:36,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-02-13,94.0,69.7,81.0,92.5,69.7,80.3,61.4,58.6,0.0,0,0.0,,0,0,13.6,7.2,230.3,1010.3,36.9,15.0,262.1,22.6,9,10.0,2022-02-13T06:58:01,2022-02-13T18:49:46,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2022-02-14,98.5,70.8,82.6,94.4,70.8,81.1,55.6,51.5,0.0,0,0.0,,0,0,21.0,7.8,29.8,1010.1,40.0,14.6,275.6,24.0,10,10.0,2022-02-14T06:57:47,2022-02-14T18:49:56,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-02-15,99.1,69.5,82.6,96.0,69.5,81.7,57.1,48.7,0.0,0,0.0,,0,0,14.8,6.9,209.6,1010.0,21.8,14.4,275.3,23.9,10,10.0,2022-02-15T06:57:33,2022-02-15T18:50:05,0.46,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-02-16,97.2,72.6,82.8,95.9,72.6,82.8,66.7,65.8,0.0,0,0.0,,0,0,20.8,7.8,217.5,1010.4,46.2,14.5,243.0,20.9,9,10.0,2022-02-16T06:57:17,2022-02-16T18:50:14,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2022-02-17,98.0,73.1,83.1,96.0,73.1,83.1,65.5,63.7,0.0,0,0.0,,0,0,18.1,7.8,207.4,1008.6,40.9,15.0,246.4,21.3,9,10.0,2022-02-17T06:57:01,2022-02-17T18:50:21,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2022-02-18,100.3,73.5,84.8,99.5,73.5,84.8,65.5,61.6,0.0,0,0.0,,0,0,15.9,7.2,213.6,1008.3,49.3,15.0,262.3,22.6,9,10.0,2022-02-18T06:56:44,2022-02-18T18:50:29,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2022-02-19,99.4,72.6,84.2,98.4,72.6,84.1,64.6,61.5,0.0,0,0.0,,0,0,17.9,8.5,230.2,1009.7,31.9,12.6,270.9,23.2,10,30.0,2022-02-19T06:56:27,2022-02-19T18:50:35,0.6,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2022-02-20,97.8,74.2,84.2,94.3,74.2,82.8,58.5,53.2,0.0,0,0.0,,0,0,15.4,7.4,320.1,1011.1,90.6,14.6,271.5,23.5,10,30.0,2022-02-20T06:56:08,2022-02-20T18:50:41,0.63,Overcast,Cloudy skies throughout the day.,cloudy,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-02-21,97.2,69.5,82.5,101.2,69.5,81.8,60.5,55.6,0.0,0,0.0,,0,0,14.5,5.8,214.3,1010.5,72.2,14.6,279.8,23.9,10,10.0,2022-02-21T06:55:49,2022-02-21T18:50:47,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-02-22,97.2,73.5,83.4,92.7,73.5,81.5,54.3,48.6,0.0,0,0.0,,0,0,14.5,6.5,23.6,1010.6,65.0,15.0,293.0,25.3,10,10.0,2022-02-22T06:55:29,2022-02-22T18:50:52,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2022-02-23,97.8,71.7,83.3,105.8,71.7,83.1,62.7,57.0,0.0,0,0.0,,0,0,19.5,8.3,214.4,1011.3,61.8,13.4,249.8,21.6,10,10.0,2022-02-23T06:55:08,2022-02-23T18:50:56,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-02-24,98.1,71.3,83.8,94.9,71.3,83.2,61.9,57.8,0.0,0,0.0,,0,0,16.3,9.2,209.9,1010.7,58.9,14.6,276.2,24.0,9,10.0,2022-02-24T06:54:47,2022-02-24T18:51:00,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-02-25,99.6,73.1,84.4,96.1,73.1,83.0,59.2,53.6,0.0,0,0.0,,0,0,13.4,6.9,295.5,1010.1,34.7,14.6,284.9,24.8,10,10.0,2022-02-25T06:54:25,2022-02-25T18:51:03,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-02-26,99.6,71.5,84.3,97.1,71.5,83.4,60.5,54.3,0.0,0,0.0,,0,0,15.4,6.5,183.2,1009.3,71.2,15.0,294.0,25.4,10,30.0,2022-02-26T06:54:02,2022-02-26T18:51:06,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2022-02-27,96.0,74.4,83.1,95.3,74.4,83.2,66.3,63.8,0.0,0,0.0,,0,0,18.1,8.1,203.5,1010.2,54.2,14.6,243.4,20.9,9,60.0,2022-02-27T06:53:39,2022-02-27T18:51:08,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-02-28,98.7,73.3,84.4,107.5,73.3,84.9,65.6,62.4,0.0,0,0.0,,0,0,17.9,8.1,207.3,1009.8,52.7,13.9,257.9,22.3,9,30.0,2022-02-28T06:53:15,2022-02-28T18:51:10,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-03-01,99.2,74.0,84.5,108.2,74.0,86.3,69.2,67.5,0.0,0,0.0,,0,0,19.2,13.4,219.5,1009.3,58.0,13.7,259.6,22.4,10,30.0,2022-03-01T06:52:51,2022-03-01T18:51:11,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-03-02,94.6,74.2,82.2,97.2,74.2,83.5,70.3,71.4,0.0,0,0.0,,0,0,22.8,8.9,212.2,1009.4,72.0,13.9,235.6,20.3,9,30.0,2022-03-02T06:52:26,2022-03-02T18:51:12,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2022-03-03,96.3,72.1,81.6,98.7,72.1,83.0,69.2,70.6,0.028,100,12.5,rain,0,0,25.9,8.9,210.5,1009.6,59.0,14.6,246.3,21.3,10,30.0,2022-03-03T06:52:01,2022-03-03T18:51:12,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"Osun, Ekiti, Nigeria",2022-03-04,96.9,73.1,80.6,100.9,73.1,82.2,70.8,75.7,0.04,100,8.33,rain,0,0,25.3,10.5,214.0,1009.3,96.9,12.7,200.9,17.3,8,30.0,2022-03-04T06:51:35,2022-03-04T18:51:12,0.06,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,remote
"Osun, Ekiti, Nigeria",2022-03-05,96.9,71.9,81.4,101.5,71.9,84.2,71.5,74.8,0.149,100,12.5,rain,0,0,21.0,8.1,215.3,1008.5,79.3,14.9,227.7,19.7,10,30.0,2022-03-05T06:51:08,2022-03-05T18:51:12,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"Osun, Ekiti, Nigeria",2022-03-06,90.1,73.3,79.0,94.6,73.3,80.3,71.6,80.1,0.122,100,20.83,rain,0,0,26.4,10.3,212.8,1008.9,80.3,14.3,215.2,18.7,7,30.0,2022-03-06T06:50:41,2022-03-06T18:51:11,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-03-07,95.3,74.0,82.0,101.5,74.0,85.1,72.1,74.9,0.012,100,4.17,rain,0,0,19.9,10.3,217.9,1008.3,78.2,14.2,207.6,17.9,9,30.0,2022-03-07T06:50:14,2022-03-07T18:51:10,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-03-08,96.9,72.1,83.2,99.6,72.1,85.6,70.5,70.2,0.0,0,0.0,,0,0,22.6,8.7,224.8,1007.3,74.6,14.9,263.1,22.7,10,30.0,2022-03-08T06:49:46,2022-03-08T18:51:08,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2022-03-09,99.2,73.8,84.9,99.2,73.8,86.3,68.4,64.7,0.0,0,0.0,,0,0,21.5,9.2,234.1,1006.8,93.1,15.0,281.2,24.1,10,30.0,2022-03-09T06:49:18,2022-03-09T18:51:06,0.22,Overcast,Cloudy skies throughout the day.,cloudy,remote
"Osun, Ekiti, Nigeria",2022-03-10,97.8,75.5,84.8,99.8,75.5,86.7,69.7,65.6,0.0,0,0.0,,0,0,21.9,9.8,208.3,1007.4,94.5,14.1,281.8,24.2,10,60.0,2022-03-10T06:48:50,2022-03-10T18:51:04,0.25,Overcast,Cloudy skies throughout the day.,cloudy,remote
"Osun, Ekiti, Nigeria",2022-03-11,99.4,73.3,82.9,101.4,73.3,84.4,70.7,71.7,0.048,100,12.5,rain,0,0,28.2,15.0,214.7,1008.5,89.3,14.6,255.6,22.2,10,30.0,2022-03-11T06:48:21,2022-03-11T18:51:02,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-03-12,92.9,71.1,78.8,95.1,71.1,79.6,68.7,74.8,0.004,100,4.17,rain,0,0,24.2,8.5,207.6,1009.4,96.9,15.0,245.5,21.3,10,30.0,2022-03-12T06:47:51,2022-03-12T18:50:59,0.31,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,remote
"Osun, Ekiti, Nigeria",2022-03-13,93.1,72.1,79.7,99.6,72.1,81.2,70.8,77.6,0.102,100,12.5,rain,0,0,17.7,6.7,202.4,1009.3,74.8,14.5,245.1,21.2,9,10.0,2022-03-13T06:47:22,2022-03-13T18:50:56,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-03-14,94.9,73.3,82.1,95.6,73.3,83.4,69.0,69.9,0.0,0,0.0,,0,0,17.7,6.9,209.7,1009.0,82.1,14.6,262.6,22.8,9,10.0,2022-03-14T06:46:52,2022-03-14T18:50:53,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-03-15,95.3,73.5,82.2,96.9,73.5,83.6,70.6,72.9,0.0,0,0.0,,0,0,22.8,9.4,213.5,1009.9,96.8,15.0,261.4,22.4,9,10.0,2022-03-15T06:46:22,2022-03-15T18:50:49,0.41,Overcast,Cloudy skies throughout the day.,cloudy,remote
"Osun, Ekiti, Nigeria",2022-03-16,93.1,74.7,82.5,95.8,74.7,84.4,70.5,70.9,0.0,0,0.0,,0,0,21.9,8.9,208.0,1010.3,95.6,15.0,245.3,21.0,9,30.0,2022-03-16T06:45:52,2022-03-16T18:50:45,0.44,Overcast,Cloudy skies throughout the day.,cloudy,remote
"Osun, Ekiti, Nigeria",2022-03-17,95.4,74.2,83.6,96.9,74.2,85.4,69.8,68.3,0.0,0,0.0,,0,0,15.9,8.1,193.9,1009.1,97.3,14.6,245.9,21.3,10,30.0,2022-03-17T06:45:21,2022-03-17T18:50:41,0.47,Overcast,Cloudy skies throughout the day.,cloudy,"65215099999,remote"
"Osun, Ekiti, Nigeria",2022-03-18,95.4,76.2,84.5,96.9,76.2,86.3,70.2,67.7,0.0,0,0.0,,0,0,18.1,8.1,192.6,1008.7,82.8,14.0,247.7,21.2,9,30.0,2022-03-18T06:44:51,2022-03-18T18:50:37,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2022-03-19,96.2,76.4,84.0,100.2,76.4,85.9,71.3,70.7,0.0,0,0.0,,0,0,21.0,9.2,201.2,1009.0,78.6,13.8,253.1,21.9,9,30.0,2022-03-19T06:44:20,2022-03-19T18:50:33,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65215099999,remote"
