name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Osun, Ekiti, Nigeria",2023-01-11,93.5,63.1,78.1,89.4,63.1,76.6,41.0,29.2,0.0,0,0.0,,0,0,16.3,6.7,27.7,1013.5,0.0,15.0,267.4,23.2,9,10,2023-01-11T06:56:43,2023-01-11T18:38:15,0.65,Clear,Clear conditions throughout the day.,clear-day,remote
"Osun, Ekiti, Nigeria",2023-01-12,94.0,62.1,78.8,90.0,62.1,77.3,42.2,29.4,0.0,0,0.0,,0,0,16.3,7.4,29.0,1012.0,30.2,15.0,265.5,22.9,9,10,2023-01-12T06:57:01,2023-01-12T18:38:44,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-01-13,94.9,63.9,79.4,91.0,63.9,77.9,43.0,29.6,0.0,0,0.0,,0,0,18.3,7.2,31.6,1011.1,20.6,15.0,265.3,23.0,9,10,2023-01-13T06:57:18,2023-01-13T18:39:14,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-01-14,95.8,64.8,80.4,92.0,64.8,78.8,44.6,30.2,0.0,0,0.0,,0,0,17.2,7.2,43.1,1010.9,39.4,15.0,264.1,22.9,9,10,2023-01-14T06:57:33,2023-01-14T18:39:42,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-01-15,94.2,64.8,78.6,90.5,64.8,77.2,51.5,47.6,0.0,0,0.0,,0,0,15.4,8.1,25.8,1011.5,34.8,15.0,263.8,22.7,9,10,2023-01-15T06:57:48,2023-01-15T18:40:11,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-01-16,92.9,64.5,79.8,89.0,64.5,78.2,40.4,26.2,0.0,0,0.0,,0,0,20.1,7.6,37.8,1011.2,40.4,15.0,264.8,22.9,9,10,2023-01-16T06:58:02,2023-01-16T18:40:39,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-01-17,95.1,66.1,80.2,90.8,66.1,78.5,37.9,23.3,0.0,0,0.0,,0,0,17.0,7.6,26.4,1011.0,9.9,15.0,265.9,23.0,9,10,2023-01-17T06:58:15,2023-01-17T18:41:06,0.85,Clear,Clear conditions throughout the day.,clear-day,remote
"Osun, Ekiti, Nigeria",2023-01-18,95.4,60.3,79.1,92.0,60.3,77.6,41.3,27.2,0.0,0,0.0,,0,0,14.5,5.6,28.4,1011.0,33.3,15.0,266.2,23.0,9,10,2023-01-18T06:58:28,2023-01-18T18:41:33,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-01-19,94.7,65.7,80.1,91.8,65.7,78.7,51.6,45.3,0.0,0,0.0,,0,0,13.6,5.4,55.1,1011.3,16.4,15.0,264.8,22.9,9,10,2023-01-19T06:58:39,2023-01-19T18:42:00,0.92,Clear,Clear conditions throughout the day.,clear-day,remote
"Osun, Ekiti, Nigeria",2023-01-20,97.2,67.9,80.9,94.2,67.9,79.7,56.9,52.3,0.0,0,0.0,,0,0,11.6,5.6,190.2,1011.0,34.7,15.0,258.3,22.3,9,10,2023-01-20T06:58:49,2023-01-20T18:42:26,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-01-21,97.1,70.1,82.1,95.1,70.1,81.5,62.9,60.6,0.0,0,0.0,,0,0,12.8,6.0,209.0,1010.7,41.2,15.0,255.4,21.9,9,10,2023-01-21T06:58:58,2023-01-21T18:42:51,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-01-22,93.8,72.1,82.3,93.0,72.1,81.7,63.8,62.1,0.0,0,0.0,,0,0,15.7,6.9,195.9,1010.2,96.7,15.0,212.8,18.3,8,10,2023-01-22T06:59:07,2023-01-22T18:43:16,0.02,Overcast,Cloudy skies throughout the day.,cloudy,remote
"Osun, Ekiti, Nigeria",2023-01-23,97.4,71.5,83.2,97.0,71.5,83.2,64.6,61.1,0.0,0,0.0,,0,0,16.8,6.7,200.7,1009.9,64.1,15.0,242.2,21.0,9,10,2023-01-23T06:59:14,2023-01-23T18:43:41,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-01-24,96.7,72.2,83.1,95.6,72.2,82.6,62.6,59.4,0.0,0,0.0,,0,0,17.9,7.4,4.4,1010.2,41.3,15.0,241.1,20.9,9,10,2023-01-24T06:59:21,2023-01-24T18:44:04,0.09,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-01-25,98.3,71.1,83.2,95.8,71.1,82.1,58.1,52.3,0.0,0,0.0,,0,0,15.7,6.3,266.0,1009.3,24.4,15.0,256.7,22.2,9,10,2023-01-25T06:59:26,2023-01-25T18:44:28,0.12,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-01-26,98.1,69.3,82.5,96.1,69.3,82.1,62.4,58.9,0.0,0,0.0,,0,0,16.8,6.9,224.7,1009.0,26.1,15.0,255.6,22.0,9,10,2023-01-26T06:59:30,2023-01-26T18:44:50,0.15,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-01-27,98.5,72.6,83.9,97.2,72.6,84.0,65.8,64.2,0.0,0,0.0,,0,0,19.7,8.3,221.0,1009.1,67.7,13.8,228.5,19.8,9,30,2023-01-27T06:59:34,2023-01-27T18:45:12,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-01-28,90.2,72.9,79.1,94.6,72.9,80.8,71.7,80.7,0.146,100,29.17,rain,0,0,25.1,10.1,216.2,1010.1,97.7,13.8,188.8,16.4,8,30,2023-01-28T06:59:36,2023-01-28T18:45:34,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
"Osun, Ekiti, Nigeria",2023-01-29,89.5,71.1,77.7,92.1,71.1,78.4,70.5,80.9,0.37,100,25.0,rain,0,0,21.3,8.9,225.6,1010.6,95.4,14.5,175.6,15.3,8,30,2023-01-29T06:59:38,2023-01-29T18:45:54,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
"Osun, Ekiti, Nigeria",2023-01-30,94.2,70.6,80.7,90.5,70.6,79.4,59.5,58.5,0.0,0,0.0,,0,0,18.1,6.9,343.6,1010.3,79.6,15.0,260.2,22.5,9,10,2023-01-30T06:59:38,2023-01-30T18:46:14,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-01-31,95.6,71.7,80.9,91.9,71.7,79.8,58.1,54.3,0.0,0,0.0,,0,0,16.8,7.4,293.2,1011.0,63.9,15.0,261.4,22.6,9,10,2023-01-31T06:59:38,2023-01-31T18:46:34,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-01,97.8,69.3,82.0,95.3,69.3,81.1,60.6,56.6,0.0,0,0.0,,0,0,13.6,7.4,177.9,1010.7,58.9,15.0,261.8,22.7,9,10,2023-02-01T06:59:36,2023-02-01T18:46:52,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-02,94.9,73.1,82.9,96.0,73.1,84.0,68.0,65.8,0.0,0,0.0,,0,0,15.7,6.5,178.1,1011.4,68.2,15.0,236.0,20.3,9,30,2023-02-02T06:59:34,2023-02-02T18:47:10,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-03,96.7,72.9,83.5,96.9,72.9,84.2,66.8,63.3,0.0,0,0.0,,0,0,16.3,6.7,147.7,1011.1,66.6,14.6,254.4,21.8,9,10,2023-02-03T06:59:31,2023-02-03T18:47:28,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2023-02-04,97.4,72.9,82.9,95.7,72.9,83.2,66.4,64.2,0.0,0,0.0,,0,0,15.0,7.6,195.4,1010.9,72.3,15.0,236.9,20.5,8,10,2023-02-04T06:59:26,2023-02-04T18:47:44,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-05,97.8,74.2,83.4,95.6,74.2,83.6,66.7,64.9,0.0,0,0.0,,0,0,16.8,7.6,204.3,1010.8,65.0,14.3,233.3,20.1,8,30,2023-02-05T06:59:21,2023-02-05T18:48:00,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-06,98.0,73.8,83.6,96.6,73.8,84.1,68.0,67.4,0.0,0,0.0,,0,0,20.4,8.7,197.3,1010.3,85.5,13.9,223.6,19.3,8,30,2023-02-06T06:59:15,2023-02-06T18:48:16,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-07,97.1,73.7,83.4,96.0,73.7,83.7,66.3,62.9,0.0,0,0.0,,0,0,15.7,6.9,192.5,1010.5,97.5,15.0,202.8,17.4,7,30,2023-02-07T06:59:07,2023-02-07T18:48:30,0.56,Overcast,Cloudy skies throughout the day.,cloudy,remote
"Osun, Ekiti, Nigeria",2023-02-08,95.1,72.4,82.8,94.2,72.4,83.4,66.7,63.9,0.0,0,0.0,,0,0,15.7,6.3,197.9,1010.8,51.3,15.0,219.3,18.9,8,10,2023-02-08T06:58:59,2023-02-08T18:48:44,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-09,97.2,71.5,82.2,94.8,71.5,81.7,63.4,61.4,0.0,0,0.0,,0,0,13.2,5.8,214.8,1010.7,47.1,15.0,257.7,22.3,9,10,2023-02-09T06:58:50,2023-02-09T18:48:58,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-10,97.2,73.5,83.4,96.3,73.5,83.6,66.3,63.6,0.0,0,0.0,,0,0,13.6,6.3,192.6,1010.5,29.6,15.0,266.1,23.0,9,10,2023-02-10T06:58:40,2023-02-10T18:49:10,0.66,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-11,98.7,73.3,84.0,97.0,73.3,83.6,63.0,58.6,0.0,0,0.0,,0,0,13.2,6.5,212.2,1010.1,23.9,15.0,269.7,23.3,9,10,2023-02-11T06:58:29,2023-02-11T18:49:22,0.7,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-12,98.7,69.3,83.5,95.4,69.3,81.9,54.3,45.4,0.0,0,0.0,,0,0,15.0,6.0,61.6,1009.6,7.1,13.2,283.0,24.3,10,10,2023-02-12T06:58:17,2023-02-12T18:49:34,0.73,Clear,Clear conditions throughout the day.,clear-day,remote
"Osun, Ekiti, Nigeria",2023-02-13,98.1,68.6,82.9,93.8,68.6,81.1,44.0,27.8,0.0,0,0.0,,0,0,15.9,7.6,46.3,1010.0,0.6,15.0,287.1,24.9,10,10,2023-02-13T06:58:05,2023-02-13T18:49:44,0.75,Clear,Clear conditions throughout the day.,clear-day,remote
"Osun, Ekiti, Nigeria",2023-02-14,97.2,68.4,82.5,92.3,68.4,80.4,37.8,22.0,0.0,0,0.0,,0,0,16.8,8.5,46.0,1010.3,0.6,15.0,286.3,24.8,10,10,2023-02-14T06:57:51,2023-02-14T18:49:54,0.8,Clear,Clear conditions throughout the day.,clear-day,remote
"Osun, Ekiti, Nigeria",2023-02-15,94.6,69.9,82.0,90.2,69.9,80.2,36.4,20.3,0.0,0,0.0,,0,0,18.3,8.5,31.8,1009.7,25.8,15.0,287.3,25.0,10,10,2023-02-15T06:57:37,2023-02-15T18:50:03,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-16,93.1,67.9,80.9,88.9,67.9,79.1,36.0,20.5,0.0,0,0.0,,0,0,19.0,8.1,36.6,1009.5,65.7,15.0,286.7,25.1,10,10,2023-02-16T06:57:22,2023-02-16T18:50:12,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-17,92.6,68.6,81.1,88.4,68.6,79.3,35.3,19.8,0.0,0,0.0,,0,0,20.8,7.6,37.0,1010.2,35.2,15.0,287.7,25.0,10,10,2023-02-17T06:57:06,2023-02-17T18:50:20,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-18,96.0,69.7,82.7,91.5,69.7,80.7,35.1,18.6,0.0,0,0.0,,0,0,19.9,7.4,47.9,1009.5,20.5,15.0,278.7,24.2,9,10,2023-02-18T06:56:49,2023-02-18T18:50:28,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-19,95.4,68.1,82.4,91.6,68.1,80.6,34.9,18.8,0.0,0,0.0,,0,0,18.1,10.3,41.3,1009.7,9.4,14.5,285.2,24.8,10,10,2023-02-19T06:56:31,2023-02-19T18:50:34,0.97,Clear,Clear conditions throughout the day.,clear-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2023-02-20,97.8,65.2,83.1,92.8,65.2,80.9,37.7,22.7,0.0,0,0.0,,0,0,16.1,7.2,41.2,1009.6,0.2,15.0,290.0,25.1,10,10,2023-02-20T06:56:13,2023-02-20T18:50:41,0.0,Clear,Clear conditions throughout the day.,clear-day,remote
"Osun, Ekiti, Nigeria",2023-02-21,98.5,68.1,84.6,94.4,68.1,82.5,38.5,20.6,0.0,0,0.0,,0,0,14.8,5.6,34.8,1009.3,1.3,15.0,290.7,25.1,10,10,2023-02-21T06:55:54,2023-02-21T18:50:46,0.04,Clear,Clear conditions throughout the day.,clear-day,remote
"Osun, Ekiti, Nigeria",2023-02-22,98.0,71.1,82.9,97.7,71.1,83.1,63.2,57.1,0.0,0,0.0,,0,0,16.1,7.2,223.0,1010.3,22.0,14.6,266.0,23.0,10,10,2023-02-22T06:55:34,2023-02-22T18:50:51,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-23,99.2,74.4,85.2,99.1,74.4,85.2,66.1,60.3,0.0,0,0.0,,0,0,18.3,7.4,222.3,1010.0,29.1,15.0,267.6,23.2,10,10,2023-02-23T06:55:14,2023-02-23T18:50:56,0.1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-24,100.5,73.8,85.5,98.0,73.8,85.4,65.3,60.3,0.0,0,0.0,,0,0,19.2,8.3,209.3,1010.0,50.7,15.0,259.7,22.5,9,30,2023-02-24T06:54:53,2023-02-24T18:51:00,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-25,99.6,74.6,83.9,98.4,74.6,84.4,67.5,65.8,0.0,0,0.0,,0,0,22.6,8.9,210.8,1010.5,77.0,13.5,238.7,20.6,9,30,2023-02-25T06:54:31,2023-02-25T18:51:03,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-26,100.7,71.1,83.9,98.0,71.1,83.8,63.7,59.6,0.0,0,0.0,,0,0,19.9,8.5,203.5,1011.1,65.2,15.0,244.3,20.9,9,30,2023-02-26T06:54:08,2023-02-26T18:51:06,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-27,100.1,74.4,84.6,101.1,74.4,85.8,68.7,66.0,0.0,0,0.0,,0,0,22.4,9.4,209.3,1012.0,77.2,15.0,262.3,22.6,10,30,2023-02-27T06:53:45,2023-02-27T18:51:08,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-02-28,97.6,71.7,82.3,98.9,71.7,83.5,68.1,67.2,0.012,100,4.17,rain,0,0,20.8,8.1,218.7,1012.8,60.3,15.0,232.7,20.3,9,30,2023-02-28T06:53:22,2023-02-28T18:51:10,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"Osun, Ekiti, Nigeria",2023-03-01,100.1,71.0,84.3,102.4,71.0,85.4,66.8,63.0,0.0,0,0.0,,0,0,19.7,8.1,219.4,1011.6,54.9,15.0,253.7,21.8,10,30,2023-03-01T06:52:57,2023-03-01T18:51:11,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-03-02,97.4,72.2,84.0,99.0,72.2,85.5,69.3,67.6,0.0,0,0.0,,0,0,23.7,10.3,207.8,1010.4,67.8,14.3,244.2,21.1,9,30,2023-03-02T06:52:33,2023-03-02T18:51:12,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-03-03,95.1,73.1,80.0,99.0,73.1,81.2,71.6,79.0,0.212,100,8.33,rain,0,0,23.3,10.3,211.3,1010.6,79.0,13.2,221.4,19.2,9,60,2023-03-03T06:52:07,2023-03-03T18:51:13,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"Osun, Ekiti, Nigeria",2023-03-04,94.4,71.0,78.7,100.8,71.0,80.2,70.7,79.5,0.142,100,12.5,rain,0,0,23.5,9.4,212.6,1011.0,60.9,11.9,229.8,19.8,9,30,2023-03-04T06:51:42,2023-03-04T18:51:13,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"Osun, Ekiti, Nigeria",2023-03-05,96.2,71.3,80.2,105.1,71.3,82.6,71.2,77.8,0.032,100,12.5,rain,0,0,21.7,11.4,220.8,1009.5,77.6,14.6,231.4,20.0,9,30,2023-03-05T06:51:15,2023-03-05T18:51:13,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65215099999,remote"
"Osun, Ekiti, Nigeria",2023-03-06,93.5,72.4,80.6,103.1,72.4,83.0,71.4,76.2,0.004,100,4.17,rain,0,0,23.9,10.7,221.1,1008.9,67.8,13.4,168.1,14.7,6,30,2023-03-06T06:50:48,2023-03-06T18:51:12,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65215099999,remote"
"Osun, Ekiti, Nigeria",2023-03-07,96.0,71.7,79.9,99.1,71.7,81.2,70.2,76.0,0.028,100,8.33,rain,0,0,23.0,8.5,210.8,1009.1,97.2,15.0,240.8,20.7,10,30,2023-03-07T06:50:21,2023-03-07T18:51:11,0.5,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,remote
"Osun, Ekiti, Nigeria",2023-03-08,94.7,72.1,80.6,100.2,72.1,83.1,71.5,77.1,0.04,100,12.5,rain,0,0,25.1,9.8,204.5,1009.4,91.4,13.9,243.9,21.1,9,30,2023-03-08T06:49:53,2023-03-08T18:51:09,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
"Osun, Ekiti, Nigeria",2023-03-09,95.4,72.6,80.5,98.0,72.6,81.7,69.8,73.9,0.028,100,8.33,rain,0,0,23.9,10.1,209.8,1010.0,57.9,14.9,247.5,21.3,10,30,2023-03-09T06:49:25,2023-03-09T18:51:07,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"Osun, Ekiti, Nigeria",2023-03-10,94.7,72.9,80.9,97.1,72.9,82.3,69.2,71.6,0.016,100,4.17,rain,0,0,22.6,8.5,222.4,1009.7,70.9,15.0,245.4,21.4,9,30,2023-03-10T06:48:57,2023-03-10T18:51:05,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"Osun, Ekiti, Nigeria",2023-03-11,91.7,70.6,79.1,94.2,70.6,80.6,69.5,75.2,0.032,100,8.33,rain,0,0,19.9,7.6,196.6,1009.8,73.8,15.0,235.0,20.2,9,30,2023-03-11T06:48:28,2023-03-11T18:51:03,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"Osun, Ekiti, Nigeria",2023-03-12,97.4,72.9,82.9,96.3,72.9,83.6,68.0,67.9,0.0,0,0.0,,0,0,19.7,8.9,222.1,1009.5,65.2,15.0,274.9,23.9,10,30,2023-03-12T06:47:59,2023-03-12T18:51:00,0.67,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-03-13,93.8,71.5,81.7,94.8,71.5,82.2,66.2,64.3,0.0,0,0.0,,0,0,17.2,7.6,229.7,1009.8,65.4,15.0,266.5,22.9,10,30,2023-03-13T06:47:30,2023-03-13T18:50:57,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-03-14,95.6,72.8,83.0,96.1,72.8,83.6,68.4,67.5,0.0,0,0.0,,0,0,17.4,8.3,208.7,1008.8,48.2,14.6,245.9,21.2,9,30,2023-03-14T06:47:00,2023-03-14T18:50:54,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65215099999,remote"
"Osun, Ekiti, Nigeria",2023-03-15,95.4,74.0,82.0,95.1,74.0,82.6,68.9,70.7,0.0,0,0.0,,0,0,19.7,8.9,212.7,1008.5,51.5,15.0,258.3,22.3,10,30,2023-03-15T06:46:30,2023-03-15T18:50:50,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-03-16,95.4,72.4,81.3,95.8,72.4,81.6,67.4,68.4,0.0,0,0.0,,0,0,21.5,9.2,207.6,1008.6,57.0,15.0,238.3,20.5,9,30,2023-03-16T06:46:00,2023-03-16T18:50:47,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-03-17,98.3,72.8,83.2,95.6,72.8,82.6,64.2,61.6,0.0,0,0.0,,0,0,18.3,8.7,197.1,1008.8,73.7,15.0,245.3,21.0,10,30,2023-03-17T06:45:29,2023-03-17T18:50:43,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Osun, Ekiti, Nigeria",2023-03-18,97.2,72.1,81.7,95.9,72.1,82.2,67.3,68.6,0.0,0,0.0,,0,0,25.5,10.1,205.6,1009.9,90.2,14.9,254.9,22.0,9,30,2023-03-18T06:44:59,2023-03-18T18:50:39,0.88,Overcast,Cloudy skies throughout the day.,cloudy,remote
"Osun, Ekiti, Nigeria",2023-03-19,90.9,72.4,78.5,92.5,72.4,79.1,68.4,74.5,0.122,100,12.5,rain,0,0,20.4,8.3,210.0,1011.5,96.9,14.7,236.0,20.2,9,30,2023-03-19T06:44:28,2023-03-19T18:50:35,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
"Osun, Ekiti, Nigeria",2023-03-20,95.1,69.9,80.4,97.3,69.9,81.7,68.3,70.7,0.095,100,8.33,rain,0,0,18.3,8.5,199.3,1010.7,48.2,15.0,244.1,21.1,9,10,2023-03-20T06:43:57,2023-03-20T18:50:30,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,remote
